ureC,ureB,ureA,urease_accessory_count,CA_any,CA_alpha,CA_beta,CA_gamma,urease_core_complete,urease_operon_single_contig,ureC_plus_CA_single_contig,MICP_gene_complete,cluster_rep,catalog,Lineage,Genome_type,Completeness,Contamination
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000299702,pig-gut,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__QAMH01;g__W2P13-069;s__W2P13-069 sp004553405,MAG,97.72,0.12
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000300168,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__,MAG,81.55,1.7
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000300174,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__,MAG,69.32,3.11
1,1,1,4,1,0,0,1,1,1,0,1,MGYG000300177,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Romboutsia;s__Romboutsia timonensis,MAG,91.2,1.76
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000300179,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA11957;s__,MAG,63.43,1.58
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000300180,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__RGIG3102;s__,MAG,66.61,0.17
1,0,0,0,0,0,0,0,0,0,0,0,MGYG000300181,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Fimisoma;s__,MAG,83.33,1.06
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000300185,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__VUNA01;s__VUNA01 sp002299625,MAG,99.29,0.0
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000300186,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__DTU089;s__DTU089 sp002440045,MAG,93.06,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000300189,pig-gut,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Negativicoccaceae;g__;s__,MAG,95.74,0.63
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000300191,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Hornefia;s__Hornefia butyriciproducens,MAG,96.81,0.0
1,0,0,0,1,0,0,1,0,0,1,0,MGYG000300192,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger sp004561545,MAG,98.64,0.06
1,1,1,3,1,0,0,1,1,1,0,1,MGYG000300195,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bilifractor;s__Bilifractor sp002394235,MAG,80.2,0.64
1,0,0,0,1,0,1,1,0,0,0,0,MGYG000300202,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Eubacterium_T;s__Eubacterium_T pyruvativorans,MAG,98.23,0.71
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000300204,pig-gut,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Lawsonella;s__Lawsonella sp018376445,MAG,96.18,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000300209,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp002480935,MAG,97.67,0.88
1,0,0,0,0,0,0,0,0,0,0,0,MGYG000300210,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp900313295,MAG,91.28,1.34
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000300211,pig-gut,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rs-D84;f__Rs-D84;g__Enterousia;s__Enterousia sp016301865,MAG,89.01,0.0
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000300215,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA6382;s__,MAG,93.7,0.74
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000300219,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii,MAG,98.66,0.96
1,1,1,4,1,0,1,1,1,1,0,1,MGYG000300221,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fimousia;s__Fimousia sp001940245,MAG,98.99,2.68
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000300227,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster clostridioformis,MAG,96.03,0.56
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000300234,pig-gut,d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__UBA1407;f__UBA1407;g__CAAGGB01;s__,MAG,86.49,2.9
1,0,0,0,0,0,0,0,0,0,0,0,MGYG000300242,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__,MAG,91.6,0.67
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000300245,pig-gut,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Nanosyncoccaceae;g__UBA2834;s__UBA2834 sp004561445,MAG,70.91,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000300253,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp016295245,MAG,92.46,0.0
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000300254,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA4372;s__UBA4372 sp900766785,MAG,93.54,0.02
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000300255,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp002251435,MAG,97.94,0.03
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000300262,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae,MAG,99.13,0.13
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000300268,pig-gut,d__Bacteria;p__Eremiobacterota;c__Xenobia;o__Xenobiales;f__Xenobiaceae;g__Bruticola;s__Bruticola sp004554425,MAG,86.11,0.0
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000300272,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter faecis,MAG,99.12,0.0
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000300276,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster aldenensis,MAG,91.62,0.0
1,0,0,1,0,0,0,0,0,0,0,0,MGYG000300277,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Copromorpha;s__,MAG,94.33,1.49
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000300279,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A obeum,MAG,97.47,1.61
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000300282,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__,MAG,94.98,0.5
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000300288,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp016302405,MAG,95.08,0.67
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000300292,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp004554665,MAG,98.14,0.25
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000300293,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-917;g__CAG-349;s__CAG-349 sp003539515,MAG,93.04,0.07
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000300294,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA2868;s__UBA2868 sp004552595,MAG,94.75,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000300295,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__RF16;s__,MAG,91.4,1.61
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000300299,pig-gut,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Tractidigestivibacter;s__Tractidigestivibacter sp900111695,MAG,72.24,1.01
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000300300,pig-gut,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium pseudolongum,MAG,98.67,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000300306,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Porcincola;s__Porcincola sp900555005,MAG,97.97,0.63
1,0,0,0,1,0,1,1,0,0,1,0,MGYG000300310,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Clostridium_AQ;s__Clostridium_AQ innocuum,MAG,96.23,0.94
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000300326,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus porci,MAG,97.97,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000300330,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__,MAG,93.0,0.65
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000300333,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp018384035,MAG,69.1,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000300344,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__,MAG,97.53,1.11
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000300345,pig-gut,d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__RUG841;s__RUG841 sp900772035,MAG,75.85,0.85
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000300353,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__,MAG,96.64,0.02
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000300359,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp900549895,MAG,96.38,0.48
1,1,1,4,1,0,0,1,1,1,0,1,MGYG000300360,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Copromorpha;s__,MAG,79.4,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000300368,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp900550545,MAG,90.21,1.4
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000300369,pig-gut,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Basfia_A;s__Basfia_A porcinus,MAG,98.86,0.19
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000300370,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__,MAG,97.21,0.93
1,1,1,3,1,0,0,1,1,1,0,1,MGYG000300378,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus_A;s__,MAG,95.92,0.67
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000300381,pig-gut,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA3636;g__JAEDLN01;s__JAEDLN01 sp016295275,MAG,84.9,0.68
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000300386,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus sp012843675,MAG,55.82,1.09
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000300388,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Erysipelatoclostridium;s__Erysipelatoclostridium ramosum,MAG,94.81,0.0
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000300389,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp001304935,MAG,90.47,0.64
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000300392,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__Bulleidia sp016293365,MAG,98.1,0.32
1,0,0,0,0,0,0,0,0,0,0,0,MGYG000300403,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__PeH17;s__PeH17 sp004556165,MAG,97.29,0.81
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000300405,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimivicinus;s__Fimivicinus sp002320555,MAG,97.99,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000300411,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oliverpabstia;s__Oliverpabstia intestinalis,MAG,98.73,0.63
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000300412,pig-gut,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Succiniclasticum;s__Succiniclasticum sp900544275,MAG,97.96,0.9
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000300419,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster porci,MAG,94.77,0.63
1,1,0,2,1,0,0,1,0,0,0,0,MGYG000300428,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Intestinibaculum;s__Intestinibaculum porci,MAG,91.51,0.94
1,0,0,0,0,0,0,0,0,0,0,0,MGYG000300432,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas umbilicata,MAG,96.04,0.69
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000300439,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__,MAG,92.51,0.19
1,0,0,0,1,0,1,1,0,0,0,0,MGYG000300443,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp900545495,MAG,93.96,0.67
1,1,1,3,1,0,0,1,1,1,0,1,MGYG000300448,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus_A;s__Butyricicoccus_A porcorum,MAG,91.57,0.0
1,0,0,0,0,0,0,0,0,0,0,0,MGYG000300449,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__Schaedlerella sp004556565,MAG,88.81,0.0
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000300451,pig-gut,d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Cloacibacillus;s__Cloacibacillus porcorum,MAG,62.14,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000300455,pig-gut,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia hyovaginalis,MAG,99.53,1.42
1,0,0,0,0,0,0,0,0,0,0,0,MGYG000300462,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Hornefia;s__,MAG,98.58,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000300476,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__,MAG,80.44,0.96
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000300477,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__,MAG,96.73,1.68
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000300479,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__Ventricola;s__Ventricola sp004557905,MAG,87.18,1.86
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000300484,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella porci,MAG,97.13,1.71
1,0,0,0,1,0,0,1,0,0,1,0,MGYG000300488,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__,MAG,95.01,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000300489,pig-gut,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__;s__,MAG,97.97,1.99
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000300491,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Avoscillospira;s__,MAG,86.72,3.02
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000300493,pig-gut,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas_C;s__Selenomonas_C sp900318215,MAG,99.07,0.78
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000300497,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-127;s__CAG-127 sp900553925,MAG,98.18,0.0
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000300502,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-791;s__,MAG,96.55,0.69
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000300509,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_AP;s__Clostridium_AP scindens,MAG,99.42,0.0
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000300510,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fluxus,MAG,99.26,0.0
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000300518,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola sp900541515,MAG,96.07,0.37
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000300532,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA4372;s__,MAG,94.38,0.19
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000300533,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__UMGS1883;f__UMGS1540;g__;s__,MAG,51.8,0.0
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000300534,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-488;s__CAG-488 sp016292785,MAG,97.09,0.0
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000300536,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__,MAG,98.5,0.32
1,0,0,0,1,0,1,1,0,0,0,0,MGYG000300545,pig-gut,d__Bacteria;p__Firmicutes_B;c__Peptococcia;o__Peptococcales;f__Peptococcaceae;g__UMGS1590;s__UMGS1590 sp900759105,MAG,66.23,1.09
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000300549,pig-gut,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Berryella;s__Berryella intestinalis,MAG,99.54,0.81
1,0,0,0,1,1,0,1,0,0,0,0,MGYG000300556,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B hirae,MAG,92.48,0.56
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000300558,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__W0P31-042;s__W0P31-042 sp004557195,MAG,88.4,0.0
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000300562,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia hominis,MAG,87.17,1.68
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000300570,pig-gut,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Caecibacter;s__Caecibacter massiliensis,MAG,53.74,0.0
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000300579,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__,MAG,96.64,0.06
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000300580,pig-gut,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__,MAG,92.52,0.0
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000300594,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__,MAG,82.25,1.13
1,0,0,0,0,0,0,0,0,0,0,0,MGYG000300602,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__S5-A14a;s__,MAG,96.45,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000300604,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__,MAG,91.02,0.37
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000300606,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA3663;g__UBA3663;s__UBA3663 sp004557315,MAG,88.8,0.94
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000300607,pig-gut,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus orisratti,MAG,90.68,1.31
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000300616,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Avimuribaculum;s__,MAG,95.7,0.01
1,0,0,0,1,0,0,1,0,0,1,0,MGYG000300627,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus flavefaciens_B,MAG,80.57,0.86
1,0,0,0,0,0,0,0,0,0,0,0,MGYG000300628,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp016302005,MAG,85.28,0.0
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000300632,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp018385425,MAG,98.05,1.3
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000300643,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__RF16;s__,MAG,92.74,0.0
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000300646,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__,MAG,97.05,0.56
1,0,0,0,1,0,0,1,0,0,0,0,MGYG000300649,pig-gut,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__,MAG,82.91,0.35
0,0,0,0,0,0,0,0,0,0,0,0,MGYG000300651,pig-gut,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__RGIG3102;s__,MAG,53.61,0.0
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000300652,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA4372;s__,MAG,94.98,2.21
0,0,0,0,1,0,0,1,0,0,0,0,MGYG000300653,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__,MAG,94.65,0.06
0,0,0,0,1,0,1,1,0,0,0,0,MGYG000300654,pig-gut,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__UBA4363;s__UBA4363 sp017937025,MAG,97.31,0.45
